1472,赤坂(東京),あかさか;akasaka
1473,赤坂(群馬),あかさか;akasaka
3310,赤坂(山梨),あかさか;akasaka
7317,赤坂(福岡),あかさか;akasaka
8361,赤坂上,あかさかうえ;akasakaue
594,赤坂田,あかさかた;akasakata
1474,赤坂見附,あかさかみつけ;akasakamitsuke
6377,赤碕,あかさき;akasaki
9317,赤迫,あかさこ;akasako
4807,明石,あかし;akashi
3311,明科,あかしな;akashina
7319,赤瀬,あかせ;akase
7318,あかぢ,あかぢ;あかじ;akaji
1475,赤塚,あかつか;akatsuka
3794,暁学園前,あかつきがくえんまえ;akatsukigakuenmae
9584,赤土小学校前,あかどしょうがっこうまえ;akadoshogakkomae
9234,赤野,あかの;akano
1476,赤羽,あかばね;akabane
1477,赤羽岩淵,あかばねいわぶち;akabaneiwabuchi
8937,赤羽橋,あかばねばし;akabanebashi
9,赤平,あかびら;akabira
595,赤渕,あかぶち;akabuchi
3796,赤堀,あかほり;akahori
7014,赤星,あかぼし;akaboshi
7320,赤間,あかま;akama
7321,赤水,あかみず;akamizu
9290,赤嶺,あかみね;akamine
4808,赤目口,あかめぐち;akameguchi
596,赤湯,あかゆ;akayu
1478,県,あがた;agata
1479,吾野,あがの;agano
4809,英賀保,あがほ;agaho
6379,上道(鳥取),あがりみち;agarimichi
6380,阿川,あがわ;agawa
9237,安芸,あき;aki
6381,安芸阿賀,あきあが;あが;akiaga
9714,あき亀山,あきかめやま;akikameyama
6384,安芸川尻,あきかわじり;かわじり;akikawajiri
1480,秋川,あきがわ;akigawa
6385,安芸幸崎,あきさいざき;さいざき;akisaizaki
1481,昭島,あきしま;akishima
597,秋田,あきた;akita
598,あきた白神,あきたしらかみ;akitashirakami
1482,秋津,あきつ;akitsu
6386,安芸津,あきつ;つ;akitsu
6387,安芸中野,あきなかの;なかの;akinakano
6388,安芸長束,あきながつか;ながつか;akinagatsuka
6389,安芸長浜,あきながはま;ながはま;akinagahama
1483,秋葉原,あきはばら;akihabara
6390,安芸矢口,あきやぐち;やぐち;akiyaguchi
1484,秋山,あきやま;akiyama
3797,阿木,あぎ;agi
7015,鮎喰,あくい;akui
7322,阿久根,あくね;akune
3798,阿倉川,あくらがわ;akuragawa
3799,阿久比,あぐい;agui
3800,明智(明知),あけち;akechi
9188,明智(名鉄),あけち;akechi
1485,明戸,あけと;aketo
9038,明野,あけの;akeno
8800,曙町,あけぼのちょう;akebonocho
8801,曙町東町,あけぼのちょうひがしまち;akebonochohigashimachi
1486,曙橋,あけぼのばし;akebonobashi
3801,上ゲ,あげ;age
1487,上尾,あげお;ageo
3802,阿下喜,あげき;ageki
3312,上松,あげまつ;agematsu
599,安子ケ島,あこがしま;akogashima
3803,阿漕,あこぎ;akogi
6391,厚狭,あさ;asa
1488,朝霞,あさか;asaka
4810,浅香,あさか;asaka
1489,朝霞台,あさかだい;asakadai
600,安積永盛,あさかながもり;asakanagamori
4811,浅香山,あさかやま;asakayama
7016,浅川,あさかわ;asakawa
1490,阿佐ケ谷,あさがや;asagaya
4812,朝霧,あさぎり;asagiri
8147,あさぎり,あさぎり;asagiri
1491,浅草(東武・都営・メトロ),あさくさ;asakusa
9503,浅草(つくばＥＸＰ),あさくさ;asakusa
1492,浅草橋,あさくさばし;asakusabashi
3804,朝倉(愛知),あさくら;asakura
7017,朝倉(ＪＲ),あさくら;asakura
7018,朝倉(とさでん),あさくら;asakura
8802,朝倉駅前,あさくらえきまえ;asakuraekimae
7323,朝倉街道,あさくらがいどう;asakuragaido
8803,朝倉神社前,あさくらじんじゃまえ;asakurajinjamae
4813,朝潮橋,あさしおばし;asashiobashi
7324,朝地,あさじ;asaji
9298,安里,あさと;asato
8535,朝菜町,あさなまち;asanamachi
7019,浅海,あさなみ;asanami
1493,浅野,あさの;asano
1494,旭(千葉),あさひ;asahi
3805,朝日,あさひ;asahi
7020,旭(高知),あさひ;asahi
8362,朝陽,あさひ;asahi
8804,旭駅前通,あさひえきまえどおり;asahiekimaedori
8508,朝日大塚,あさひおおつか;asahiotsuka
10,旭川,あさひかわ;asahikawa
11,旭川四条,あさひかわよじょう;asahikawayojo
603,旭ケ丘(宮城),あさひがおか;asahigaoka
6172,旭ケ丘(富山),あさひがおか;asahigaoka
7325,旭ケ丘(宮崎),あさひがおか;asahigaoka
8676,朝日ケ丘,あさひがおか;asahigaoka
9358,朝日通,あさひどおり;asahidori
8509,朝日野,あさひの;asahino
9294,旭橋,あさひばし;asahibashi
3806,旭前,あさひまえ;asahimae
8805,旭町一丁目,あさひまちいっちょうめ;asahimachi1chome
8806,旭町三丁目,あさひまちさんちょうめ;asahimachi3chome
13,麻生,あさぶ;asabu
9043,朝熊,あさま;asama
604,浅虫温泉,あさむしおんせん;asamushionsen
14,朝里,あさり;asari
6392,浅利,あさり;asari
8919,麻布十番,あざぶじゅうばん;azabujuban
1495,阿左美,あざみ;azami
1496,あざみ野,あざみの;azamino
7326,浅海井,あざむい;azamui
1497,足尾,あしお;ashio
1498,足利,あしかが;ashikaga
1499,足利市,あしかがし;ashikagashi
9728,あしかがフラワーパーク,あしかがふらわーぱーく;ashikagaflowerpark
1500,海鹿島,あしかじま;ashikajima
1501,芦ケ久保,あしがくぼ;ashigakubo
605,足ケ瀬,あしがせ;ashigase
1502,足柄(静岡),あしがら;ashigara
1503,足柄(神奈川),あしがら;ashigara
3313,芦川,あしがわ;ashigawa
606,芦沢,あしさわ;ashisawa
3314,足滝,あしだき;ashidaki
6393,足立,あしだち;ashidachi
8241,芦野公園,あしのこうえん;ashinokoen
607,芦ノ牧温泉,あしのまきおんせん;ashinomakionsen
608,芦ノ牧温泉南,あしのまきおんせんみなみ;ashinomakionsenminami
8419,芦原,あしはら;ashihara
4814,芦原町,あしはらちょう;ashiharacho
4815,芦原橋,あしはらばし;ashiharabashi
16,芦別,あしべつ;ashibetsu
6394,足守,あしもり;ashimori
4816,芦屋(ＪＲ),あしや;ashiya
4817,芦屋(阪神),あしや;ashiya
4818,芦屋川,あしやがわ;ashiyagawa
3807,味岡,あじおか;ajioka
4819,安治川口,あじかわぐち;ajikawaguchi
8313,阿字ケ浦,あじがうら;ajigaura
609,鰺ケ沢,あじがさわ;ajigasawa
1504,安食,あじき;ajiki
7327,味坂,あじさか;ajisaka
6395,阿知須,あじす;ajisu
6396,阿品,あじな;ajina
6397,阿品東,あじなひがし;ajinahigashi
3808,味鋺,あじま;ajima
3809,味美(東海交通),あじよし;ajiyoshi
3810,味美(名鉄),あじよし;ajiyoshi
3811,網代,あじろ;ajiro
9060,飛鳥,あすか;asuka
9260,飛鳥山,あすかやま;asukayama
9688,あすなろう四日市,あすなろうよっかいち;asunarouyokkaichi
3812,アスモ前,あすもまえ;asmomae
4820,足羽,あすわ;asuwa
8577,足羽山公園口,あすわやまこうえんぐち;asuwayamakoenguchi
3315,梓橋,あずさばし;azusabashi
8420,東田,あずまだ;azumada
8421,東田坂上,あずまださかうえ;azumadasakaue
3316,安曇追分,あずみおいわけ;おいわけ;azumioiwake
3317,安曇沓掛,あずみくつかけ;くつかけ;azumikutsukake
4821,安栖里,あせり;aseri
3813,阿曽,あそ;aso
7328,阿蘇,あそ;aso
7021,吾桑,あそう;aso
8536,浅水,あそうず;asozu
7329,阿蘇下田城ふれあい温泉,あそしもだじょうふれあいおんせん;asoshimodajofureaionsen
7330,阿蘇白川,あそしらかわ;asoshirakawa
7022,薊野,あぞうの;azono
1505,愛宕(千葉),あたご;atago
610,愛宕(宮城),あたご;atago
611,愛宕橋,あたごばし;atagobashi
3814,新鹿,あたしか;atashika
1506,熱海,あたみ;atami
3815,阿田和,あたわ;atawa
612,安達,あだち;adachi
9585,足立小台,あだちおだい;adachiodai
18,厚岸,あっけし;akkeshi
3816,朝来,あっそ;asso
19,厚床,あっとこ;attoko
613,安比高原,あっぴこうげん;appikogen
6398,厚保,あつ;atsu
20,厚賀,あつが;atsuga
1507,厚木,あつぎ;atsugi
3817,熱田,あつた;atsuta
21,厚内,あつない;atsunai
22,厚別,あつべつ;atsubetsu
614,あつみ温泉,あつみおんせん;atsumionsen
4823,安土,あづち;azuchi
7331,吾妻,あづま;azuma
615,左沢,あてらざわ;aterazawa
6399,安登,あと;ato
4824,安曇川,あどがわ;adogawa
9222,穴ケ洞,あながほら;anagahora
1508,穴川(千葉),あながわ;anagawa
9054,穴川(三重),あながわ;anagawa
9235,穴内,あなない;ananai
7023,穴吹,あなぶき;anabuki
1509,穴部,あなべ;anabe
6173,穴水,あなみず;anamizu
1510,穴守稲荷,あなもりいなり;anamoriinari
3318,穴山,あなやま;anayama
7024,阿南,あなん;anan
616,阿仁合,あにあい;aniai
617,兄畑,あにはた;anihata
618,阿仁前田,あにまえだ;animaeda
619,阿仁マタギ,あにまたぎ;animatagi
1511,姉ケ崎,あねがさき;anegasaki
23,姉別,あねべつ;anebetsu
3818,穴太(三重),あのう;ano
4825,穴太(滋賀),あのお;anoo
7332,穴生,あのお;anoo
24,網走,あばしり;abashiri
4826,網引,あびき;abiki
1512,我孫子,あびこ;abiko
4827,あびこ,あびこ;abiko
4828,我孫子町,あびこちょう;abikocho
4829,我孫子前,あびこまえ;abikomae
4830,我孫子道,あびこみち;abikomichi
25,安平,あびら;abira
620,あぶくま,あぶくま;abukuma
621,油川,あぶらかわ;aburakawa
7333,油津,あぶらつ;aburatsu
6174,油田,あぶらでん;aburaden
4831,油日,あぶらひ;aburahi
8440,アプトいちしろ,あぷといちしろ;abtichishiro
6400,安部,あべ;abe
3819,安倍川,あべかわ;abekawa
4832,阿倍野,あべの;てんのうじ;abeno
7334,安部山公園,あべやまこうえん;abeyamakoen
7335,阿母崎,あぼざき;abozaki
4833,網干,あぼし;aboshi
1513,海士有木,あまありき;amaariki
3820,尼ケ坂,あまがさか;amagasaka
4834,尼崎(ＪＲ),あまがさき;amagasaki
4835,尼崎(阪神),あまがさき;amagasaki
4836,尼崎センタープール前,あまがさきせんたーぷーるまえ;amagasakicenterpoolmae
7336,天ケ瀬,あまがせ;amagase
4837,尼ケ辻,あまがつじ;amagatsuji
7337,甘木(西鉄),あまぎ;amagi
7338,甘木(甘木鉄道),あまぎ;amagi
8510,尼子,あまご;amago
4838,甘地,あまじ;amaji
7339,天津,あまつ;amatsu
4839,天橋立,あまのはしだて;amanohashidate
6175,雨晴,あまはらし;amaharashi
4840,天見,あまみ;amami
622,あまや,あまや;amaya
6401,余子,あまりこ;amariko
4841,餘部,あまるべ;amarube
623,余目,あまるめ;amarume
4842,網野,あみの;amino
3319,安茂里,あもり;amori
624,綾織,あやおり;ayaori
9667,綾川,あやがわ;あやかわ;ayagawa
625,愛子,あやし;ayashi
1514,綾瀬,あやせ;ayase
4843,綾ノ町,あやのちょう;ayanocho
4844,綾部,あやべ;ayabe
4845,菖蒲池,あやめいけ;ayameike
9225,あやめ公園,あやめこうえん;ayamekoen
6402,綾羅木,あやらぎ;ayaragi
626,鮎貝,あゆかい;ayukai
627,鮎川,あゆかわ;ayukawa
3320,新井(新潟),あらい;arai
4846,荒井(兵庫),あらい;arai
9702,荒井(宮城),あらい;arai
9185,新井宿,あらいじゅく;araijuku
3821,新居町,あらいまち;araimachi
1516,新井薬師前,あらいやくしまえ;araiyakushimae
3822,荒尾(岐阜),あらお;arao
7341,荒尾(熊本),あらお;arao
9245,荒川一中前,あらかわいっちゅうまえ;arakawaitchumae
1517,荒川沖,あらかわおき;arakawaoki
9246,荒川区役所前,あらかわくやくしょまえ;arakawakuyakushomae
9256,荒川車庫前,あらかわしゃこまえ;arakawashakomae
9248,荒川七丁目,あらかわななちょうめ;arakawananachome
9247,荒川二丁目,あらかわにちょうめ;arakawanichome
9255,荒川遊園地前,あらかわゆうえんちまえ;arakawayuenchimae
4847,荒河かしの木台,あらがかしのきだい;aragakashinokidai
1518,新木(千葉),あらき;araki
7342,荒木,あらき;araki
9440,荒子,あらこ;arako
9444,荒子川公園,あらこがわこうえん;arakogawakoen
6403,荒島,あらしま;arashima
4848,嵐山(京福),あらしやま;arashiyama
4849,嵐山(阪急),あらしやま;arashiyama
628,荒瀬,あらせ;arase
9161,荒田,あらた;arata
7025,新野(徳島),あらたの;aratano
9366,荒田八幡,あらたはちまん;aratahachiman
3823,新瑞橋,あらたまばし;aratamabashi
629,荒砥,あらと;arato
3824,荒畑,あらはた;arahata
3321,荒浜,あらはま;arahama
8537,荒町(富山),あらまち;aramachi
4850,荒本,あらもと;aramoto
1519,新屋(群馬),あらや;araya
630,新屋(秋田),あらや;araya
631,荒屋新町,あらやしんまち;arayashimmachi
632,荒谷前,あらやまえ;arayamae
1520,有明(東京),ありあけ;ariake
3322,有明(長野),ありあけ;ariake
9528,有明テニスの森,ありあけてにすのもり;ariaketennisnomori
3825,有井,ありい;arii
7026,有井川,ありいがわ;ariigawa
7027,有岡,ありおか;arioka
633,有壁,ありかべ;arikabe
7344,有佐,ありさ;arisa
4851,有栖川,ありすがわ;arisugawa
7345,有田,ありた;arita
634,有戸,ありと;arito
635,有畑,ありはた;arihata
4852,有馬温泉,ありまおんせん;arimaonsen
3323,有間川,ありまがわ;arimagawa
4853,有馬口,ありまぐち;arimaguchi
3826,有松,ありまつ;arimatsu
6176,有峰口,ありみねぐち;arimineguchi
3827,在良,ありよし;ariyoshi
7028,安和,あわ;awa
7029,阿波赤石,あわあかいし;あかいし;awaakaishi
1521,安房天津,あわあまつ;あまつ;awaamatsu
7030,粟井,あわい;awai
7031,阿波池田,あわいけだ;いけだ;awaikeda
7032,阿波大谷,あわおおたに;おおたに;awaotani
7033,阿波大宮,あわおおみや;おおみや;awaomiya
7034,阿波海南,あわかいなん;かいなん;awakainan
1522,安房勝山,あわかつやま;かつやま;awakatsuyama
7035,阿波加茂,あわかも;かも;awakamo
1523,安房鴨川,あわかもがわ;かもがわ;awakamogawa
7036,阿波川口,あわかわぐち;かわぐち;awakawaguchi
7037,阿波川島,あわかわしま;かわしま;awakawashima
7038,阿波川端,あわかわばた;かわばた;awakawabata
8538,粟ケ崎,あわがさき;awagasaki
6404,あわくら温泉,あわくらおんせん;awakuraonsen
1524,安房小湊,あわこみなと;こみなと;awakominato
4854,阿波座,あわざ;awaza
4855,淡路,あわじ;awaji
1525,淡路町,あわじちょう;awajicho
9525,粟島,あわじま;awajima
7039,阿波橘,あわたちばな;たちばな;awatachibana
4856,粟津(滋賀),あわづ;awazu
6177,粟津(石川),あわづ;awazu
7040,阿波富田,あわとみだ;とみだ;あわとみた;とみた;awatomida
7041,阿波中島,あわなかしま;なかしま;あわなかじま;なかじま;awanakashima
4857,粟野,あわの;awano
7042,阿波半田,あわはんだ;はんだ;awahanda
7043,阿波福井,あわふくい;ふくい;awafukui
7044,阿波山川,あわやまかわ;やまかわ;awayamakawa
4858,芦原温泉,あわらおんせん;awaraonsen
8539,あわら湯のまち,あわらゆのまち;awarayunomachi
3828,安城,あんじょう;anjo
1526,安針塚,あんじんづか;anjinzuka
1527,安善,あんぜん;anzen
27,安足間,あんたろま;antaroma
4859,安堂,あんどう;ando
1528,安中,あんなか;annaka
1529,安中榛名,あんなかはるな;annakaharuna
4860,安立町,あんりゅうまち;anryumachi
6406,飯井,いい;ii
1530,飯岡,いいおか;iioka
1531,飯倉,いいぐら;いいくら;iigura
8243,飯坂温泉,いいざかおんせん;iizakaonsen
3324,飯島,いいじま;iijima
3325,飯田,いいだ;iida
1532,飯田岡,いいだおか;iidaoka
1533,飯田橋,いいだばし;iidabashi
7348,飯塚,いいづか;iizuka
636,飯詰,いいづめ;iizume
3829,飯沼,いいぬま;iinuma
6407,飯浦,いいのうら;iinoura
3830,飯羽間,いいばま;iibama
3326,飯森,いいもり;iimori
3327,飯山,いいやま;iiyama
3831,家城,いえき;ieki
7045,家地川,いえぢがわ;iejigawa
1534,家中,いえなか;ienaka
8540,家久,いえひさ;iehisa
8422,家山,いえやま;ieyama
8244,医王寺前,いおうじまえ;ioujimae
9238,伊尾木,いおき;ioki
1535,井荻,いおぎ;iogi
28,伊香牛,いかうし;ikaushi
7046,五十崎,いかざき;いそざき;ikazaki
637,碇ケ関,いかりがせき;ikarigaseki
8423,井川,いかわ;ikawa
638,井川さくら,いかわさくら;ikawasakura
4861,伊川谷,いかわだに;ikawadani
7349,伊賀,いが;iga
4862,伊賀上野,いがうえの;うえの;igaueno
4863,伊賀神戸,いがかんべ;かんべ;igakambe
4864,伊賀上津,いがこうづ;こうづ;igakozu
3328,五十島,いがしま;いそじま;いそしま;igashima
6409,伊上,いがみ;igami
7350,伊賀屋,いがや;igaya
7351,一貴山,いきさん;ikisan
1536,軍畑,いくさばた;ikusabata
6179,生地,いくじ;ikuji
1537,生田(神奈川),いくた;ikuta
29,生田原,いくたはら;ikutahara
30,幾寅,いくとら;ikutora
31,生野(北海道),いくの;ikuno
4865,生野(兵庫),いくの;ikuno
6410,生野屋,いくのや;ikunoya
6411,井倉,いくら;ikura
4866,居組,いぐみ;igumi
1538,池上,いけがみ;ikegami
3832,池下,いけした;ikeshita
7352,池尻,いけじり;ikejiri
1539,池尻大橋,いけじりおおはし;いけじりおおばし;ikejiriohashi
32,池田(北海道),いけだ;ikeda
4867,池田(大阪),いけだ;ikeda
7353,池田(熊本),いけだ;ikeda
33,池田園,いけだえん;ikedaen
639,池月,いけづき;ikezuki
3833,池野,いけの;ikeno
1540,池ノ上,いけのうえ;ikenoue
9044,池の浦,いけのうら;ikenoura
3834,池の浦シーサイド,いけのうらしーさいど;ikenouraseaside
7047,池谷,いけのたに;ikenotani
9121,池戸,いけのべ;ikenobe
3835,池場,いけば;ikeba
1541,池袋,いけぶくろ;ikebukuro
4868,池部,いけべ;ikebe
3836,いこいの広場,いこいのひろば;ikoinohiroba
7354,いこいの村,いこいのむら;ikoinomura
4869,生駒,いこま;ikoma
9511,生駒山上,いこまさんじょう;いこまやまうえ;ikomasanjo
4870,石原(京都),いさ;isa
1542,井細田,いさいだ;isaida
7355,諫早,いさはや;isahaya
7356,諫早東高校前,いさはやひがしこうこうまえ;isahayahigashikokomae
640,伊佐領,いさりょう;isaryo
3329,石和温泉,いさわおんせん;isawaonsen
4871,石井(兵庫),いしい;ishii
7048,石井(徳島),いしい;ishii
3330,石打,いしうち;ishiuchi
7357,石打ダム,いしうちだむ;ishiuchidamu
1543,石岡,いしおか;ishioka
7358,石垣,いしかき;ishikaki
34,石狩金沢,いしかりかなざわ;かなざわ;ishikarikanazawa
35,石狩月形,いしかりつきがた;つきがた;ishikaritsukigata
36,石狩当別,いしかりとうべつ;とうべつ;ishikaritobetsu
37,石狩沼田,いしかりぬまた;ぬまた;ishikarinumata
38,石狩太美,いしかりふとみ;ふとみ;ishikarifutomi
641,石川(ＪＲ),いしかわ;ishikawa
642,石川(弘南),いしかわ;ishikawa
1545,石川台,いしかわだい;ishikawadai
1546,石川町,いしかわちょう;ishikawacho
9276,石川プール前,いしかわぷーるまえ;ishikawapurumae
6412,石蟹,いしが;ishiga
1547,石上,いしがみ;ishigami
1548,石神前,いしがみまえ;ishigamimae
4872,石切,いしきり;ishikiri
39,石倉,いしくら;ishikura
1549,石下,いしげ;ishige
643,石越,いしこし;ishikoshi
4873,石才,いしざい;ishizai
3331,石地,いしじ;ishiji
7359,石田(福岡),いしだ;ishida
9455,石田(京都市営),いしだ;ishida
3837,石津(岐阜),いしづ;ishizu
4874,石津(大阪),いしづ;ishizu
4875,石津川,いしづがわ;ishizugawa
9677,石津北,いしづきた;ishizukita
7049,石鎚山,いしづちやま;ishizuchiyama
8807,石手川公園,いしてがわこうえん;ishitegawapark
645,石鳥谷,いしどりや;ishidoriya
646,石巻,いしのまき;ishinomaki
9706,石巻あゆみ野,いしのまきあゆみの;ishinomakiayumino
3838,石浜,いしはま;ishihama
7360,石原町,いしはらまち;ishiharamachi
4877,石場,いしば;ishiba
1551,石橋(栃木),いしばし;ishibashi
4878,石橋(大阪),いしばし;ishibashi
9353,石橋(長崎),いしばし;ishibashi
4879,石部,いしべ;ishibe
3839,石仏,いしぼとけ;ishibotoke
40,石谷,いしや;ishiya
4880,石屋川,いしやがわ;ishiyagawa
4881,石山,いしやま;ishiyama
4882,石山寺,いしやまでら;ishiyamadera
8199,石山通,いしやまどおり;ishiyamadori
1550,石原(埼玉),いしわら;いしはら;ishiwara
3840,一身田,いしんでん;ishinden
7361,伊集院,いじゅういん;ijuin
7362,井尻,いじり;ijiri
3841,五十鈴ケ丘,いすずがおか;isuzugaoka
9042,五十鈴川,いすずがわ;isuzugawa
6180,石動,いするぎ;isurugi
1552,伊豆熱川,いずあたがわ;あたがわ;izuatagawa
1553,伊豆稲取,いずいなとり;いなとり;izuinatori
6413,いずえ,いずえ;izue
1554,伊豆大川,いずおおかわ;おおかわ;izuokawa
1555,伊豆急下田,いずきゅうしもだ;しもだ;izukyushimoda
1556,伊豆高原,いずこうげん;izukogen
3842,伊豆多賀,いずたが;たが;izutaga
1557,伊豆長岡,いずながおか;ながおか;izunagaoka
1558,伊豆仁田,いずにった;にった;izunitta
1559,伊豆北川,いずほっかわ;いずきたがわ;いずきたかわ;きたがわ;ほっかわ;きたかわ;izuhokkawa
647,泉(ＪＲ),いずみ;izumi
648,泉(福島交通),いずみ;izumi
7363,出水,いずみ;izumi
4883,泉大津,いずみおおつ;izumiotsu
4884,和泉大宮,いずみおおみや;おおみや;izumiomiya
4885,泉ケ丘,いずみがおか;izumigaoka
649,泉郷,いずみごう;izumigo
4886,泉佐野,いずみさの;izumisano
41,泉沢,いずみさわ;izumisawa
650,泉崎,いずみざき;izumizaki
4887,和泉砂川,いずみすながわ;すながわ;izumisunagawa
651,泉田,いずみた;izumita
1560,泉体育館,いずみたいいくかん;izumitaiikukan
1561,和泉多摩川,いずみたまがわ;たまがわ;izumitamagawa
1562,いずみ中央,いずみちゅうおう;izumichuo
4888,和泉中央,いずみちゅうおう;izumichuo
652,泉中央,いずみちゅうおう;izumichuo
4889,和泉鳥取,いずみとっとり;とっとり;izumitottori
1563,いずみ野,いずみの;izumino
4890,和泉橋本,いずみはしもと;はしもと;izumihashimoto
4891,和泉府中,いずみふちゅう;ふちゅう;izumifuchu
7050,出目,いずめ;izume
8732,出雲科学館パークタウン前,いずもかがくかんぱーくたうんまえ;いずもかがくかんぱ－くたうんまえ;だいわぼうまえ;izumosciencecenterparktownmae
6414,出雲坂根,いずもさかね;さかね;izumosakane
3332,出雲崎,いずもざき;izumozaki
6415,出雲市,いずもし;izumoshi
6416,出雲神西,いずもじんざい;じんざい;izumojinzai
8677,出雲大社前,いずもたいしゃまえ;izumotaisyamae
6417,出雲大東,いずもだいとう;だいとう;izumodaito
6418,出雲三成,いずもみなり;みなり;izumominari
6419,出雲八代,いずもやしろ;やしろ;izumoyashiro
6420,出雲横田,いずもよこた;よこた;izumoyokota
3843,出馬,いずんま;izumma
3844,伊勢朝日,いせあさひ;あさひ;iseasahi
4892,伊勢石橋,いせいしばし;いしばし;iseishibashi
3845,伊勢上野,いせうえの;うえの;iseueno
3846,伊勢大井,いせおおい;おおい;iseoi
3847,伊勢奥津,いせおきつ;おきつ;iseokitsu
3848,伊勢柏崎,いせかしわざき;かしわざき;isekashiwazaki
3849,伊勢鎌倉,いせかまくら;かまくら;isekamakura
3850,伊勢川口,いせかわぐち;かわぐち;isekawaguchi
3851,伊勢川島,いせかわしま;かわしま;isekawashima
3852,井関,いせぎ;isegi
1564,伊勢崎,いせさき;いせざき;isesaki
